branch,program,iteration,vsz_pr,rss_pr,vsz_tc,rss_ts,vsz_cg,rss_cg
class-ids,chibicc_combined.tea,34,5148,5136,7660,7948,1504,1320
class-ids,chibicc_combined.tea,35,5148,5076,7660,7828,1504,1320
class-ids,chibicc_combined.tea,36,5148,5136,7660,7888,1504,1320
class-ids,chibicc_combined.tea,37,5148,5016,7660,7888,1504,1320
class-ids,chibicc_combined.tea,38,5148,5076,7660,7844,1504,1320
class-ids,chibicc_combined.tea,39,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,40,5148,5016,7660,7888,1504,1320
class-ids,chibicc_combined.tea,41,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,42,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,43,5148,5076,7660,7828,1504,1320
class-ids,chibicc_combined.tea,44,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,45,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,46,5148,5016,7660,7888,1504,1328
class-ids,chibicc_combined.tea,47,5148,5016,7660,7888,1504,1320
class-ids,chibicc_combined.tea,48,5148,5076,7660,7888,1504,1320
class-ids,chibicc_combined.tea,49,5148,5076,7660,7900,1504,1320
class-ids,chibicc_combined.tea,50,5148,5076,7660,7888,1504,1328
class-ids,chibicc_parse.tea,1,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,2,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,3,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,4,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,5,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,6,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,7,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,8,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,9,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,10,2904,2700,4496,4676,744,792
class-ids,chibicc_parse.tea,11,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,12,2904,2700,4496,4732,744,792
class-ids,chibicc_parse.tea,13,2904,2700,4496,4660,744,800
class-ids,chibicc_parse.tea,14,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,15,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,16,2904,2700,4496,4676,744,792
class-ids,chibicc_parse.tea,17,2904,2700,4496,4600,744,800
class-ids,chibicc_parse.tea,18,2904,2640,4496,4720,744,792
class-ids,chibicc_parse.tea,19,2904,2700,4496,4676,744,792
class-ids,chibicc_parse.tea,20,2904,2640,4496,4720,744,792
class-ids,chibicc_parse.tea,21,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,22,2904,2760,4496,4720,744,792
class-ids,chibicc_parse.tea,23,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,24,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,25,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,26,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,27,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,28,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,29,2904,2760,4496,4720,744,792
class-ids,chibicc_parse.tea,30,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,31,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,32,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,33,2904,2760,4496,4720,744,792
class-ids,chibicc_parse.tea,34,2904,2760,4496,4720,744,792
class-ids,chibicc_parse.tea,35,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,36,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,37,2904,2700,4496,4660,744,792
class-ids,chibicc_parse.tea,38,2904,2700,4496,4732,744,792
class-ids,chibicc_parse.tea,39,2904,2760,4496,4660,744,792
class-ids,chibicc_parse.tea,40,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,41,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,42,2904,2700,4496,4600,744,792
class-ids,chibicc_parse.tea,43,2904,2700,4496,4720,744,800
class-ids,chibicc_parse.tea,44,2904,2700,4496,4720,744,792
class-ids,chibicc_parse.tea,45,2904,2760,4496,4780,744,792
class-ids,chibicc_parse.tea,46,2904,2640,4496,4720,744,792
class-ids,chibicc_parse.tea,47,2904,2700,4496,4732,744,792
class-ids,chibicc_parse.tea,48,2904,2760,4496,4720,744,792
class-ids,chibicc_parse.tea,49,2904,2700,4496,4676,744,800
class-ids,chibicc_parse.tea,50,2904,2760,4496,4780,744,792
class-ids,gzip.tea,1,3432,3492,1188,1288,876,792
class-ids,gzip.tea,2,3432,3492,1188,1288,876,792
class-ids,gzip.tea,3,3432,3492,1188,1228,876,800
class-ids,gzip.tea,4,3432,3492,1188,1300,876,792
class-ids,gzip.tea,5,3432,3492,1188,1300,876,800
class-ids,gzip.tea,6,3432,3492,1188,1168,876,792
class-ids,gzip.tea,7,3432,3492,1188,1228,876,792
class-ids,gzip.tea,8,3432,3492,1188,1228,876,792
class-ids,gzip.tea,9,3432,3432,1188,1288,876,792
class-ids,gzip.tea,10,3432,3552,1188,1348,876,792
class-ids,gzip.tea,11,3432,3492,1188,1244,876,792
class-ids,gzip.tea,12,3432,3492,1188,1288,876,792
class-ids,gzip.tea,13,3432,3492,1188,1288,876,792
class-ids,gzip.tea,14,3432,3432,1188,1288,876,792
class-ids,gzip.tea,15,3432,3492,1188,1288,876,792
class-ids,gzip.tea,16,3432,3432,1188,1288,876,792
class-ids,gzip.tea,17,3432,3492,1188,1168,876,792
class-ids,gzip.tea,18,3432,3492,1188,1168,876,792
class-ids,gzip.tea,19,3432,3492,1188,1228,876,792
class-ids,gzip.tea,20,3432,3492,1188,1168,876,792
class-ids,gzip.tea,21,3432,3492,1188,1244,876,792
class-ids,gzip.tea,22,3432,3492,1188,1228,876,792
class-ids,gzip.tea,23,3432,3492,1188,1244,876,792
class-ids,gzip.tea,24,3432,3492,1188,1288,876,800
class-ids,gzip.tea,25,3432,3552,1188,1288,876,792
class-ids,gzip.tea,26,3432,3492,1188,1244,876,792
class-ids,gzip.tea,27,3432,3492,1188,1228,876,792
class-ids,gzip.tea,28,3432,3552,1188,1288,876,792
class-ids,gzip.tea,29,3432,3552,1188,1348,876,792
class-ids,gzip.tea,30,3432,3432,1188,1288,876,792
class-ids,gzip.tea,31,3432,3492,1188,1288,876,792
class-ids,gzip.tea,32,3432,3492,1188,1228,876,792
class-ids,gzip.tea,33,3432,3492,1188,1228,876,792
class-ids,gzip.tea,34,3432,3492,1188,1228,876,792
class-ids,gzip.tea,35,3432,3492,1188,1228,876,792
class-ids,gzip.tea,36,3432,3492,1188,1228,876,792
class-ids,gzip.tea,37,3432,3492,1188,1288,876,792
class-ids,gzip.tea,38,3432,3492,1188,1288,876,792
class-ids,gzip.tea,39,3432,3552,1188,1288,876,792
class-ids,gzip.tea,40,3432,3492,1188,1288,876,792
class-ids,gzip.tea,41,3432,3492,1188,1228,876,792
class-ids,gzip.tea,42,3432,3492,1188,1228,876,792
class-ids,gzip.tea,43,3432,3492,1188,1300,876,792
class-ids,gzip.tea,44,3432,3552,1188,1348,876,792
class-ids,gzip.tea,45,3432,3492,1188,1168,876,792
class-ids,gzip.tea,46,3432,3492,1188,1228,876,792
class-ids,gzip.tea,47,3432,3492,1188,1288,876,792
class-ids,gzip.tea,48,3432,3552,1188,1348,876,792
class-ids,gzip.tea,49,3432,3492,1188,1288,876,792
class-ids,gzip.tea,50,3432,3552,1188,1288,876,792
class-ids,zlib.tea,1,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,2,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,3,5412,5400,11116,11584,1528,1328
class-ids,zlib.tea,4,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,5,5412,5340,11116,11540,1528,1320
class-ids,zlib.tea,6,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,7,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,8,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,9,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,10,5412,5400,11116,11644,1528,1320
class-ids,zlib.tea,11,5412,5340,11116,11596,1528,1320
class-ids,zlib.tea,12,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,13,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,14,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,15,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,16,5412,5340,11116,11540,1528,1320
class-ids,zlib.tea,17,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,18,5412,5340,11116,11540,1528,1320
class-ids,zlib.tea,19,5412,5400,11116,11644,1528,1320
class-ids,zlib.tea,20,5412,5340,11116,11584,1528,1328
class-ids,zlib.tea,21,5412,5340,11116,11596,1528,1320
class-ids,zlib.tea,22,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,23,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,24,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,25,5412,5340,11116,11540,1528,1320
class-ids,zlib.tea,26,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,27,5412,5340,11116,11596,1528,1320
class-ids,zlib.tea,28,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,29,5412,5340,11116,11584,1528,1328
class-ids,zlib.tea,30,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,31,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,32,5412,5340,11116,11596,1528,1320
class-ids,zlib.tea,33,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,34,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,35,5412,5340,11116,11584,1528,1328
class-ids,zlib.tea,36,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,37,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,38,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,39,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,40,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,41,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,42,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,43,5412,5340,11116,11596,1528,1320
class-ids,zlib.tea,44,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,45,5412,5340,11116,11584,1528,1320
class-ids,zlib.tea,46,5412,5340,11116,11540,1528,1320
class-ids,zlib.tea,47,5412,5400,11116,11584,1528,1320
class-ids,zlib.tea,48,5412,5340,11116,11464,1528,1320
class-ids,zlib.tea,49,5412,5340,11116,11524,1528,1320
class-ids,zlib.tea,50,5412,5340,11116,11464,1528,1320
compact-type,chibicc_combined.tea,1,3696,3612,3524,3664,1568,1336
compact-type,chibicc_combined.tea,2,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,3,3696,3432,3524,3928,1568,1320
compact-type,chibicc_combined.tea,4,3696,3612,3524,3664,1568,1336
compact-type,chibicc_combined.tea,5,3696,3552,3524,3608,1568,1320
compact-type,chibicc_combined.tea,6,3696,3492,3524,3940,1568,1320
compact-type,chibicc_combined.tea,7,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,8,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,9,3696,3492,3524,3808,1568,1320
compact-type,chibicc_combined.tea,10,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,11,3696,3492,3524,3808,1568,1320
compact-type,chibicc_combined.tea,12,3696,3492,3524,3868,1568,1328
compact-type,chibicc_combined.tea,13,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,14,3696,3492,3524,3808,1568,1320
compact-type,chibicc_combined.tea,15,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,16,3696,3492,3524,3808,1568,1320
compact-type,chibicc_combined.tea,17,3696,3492,3524,3808,1568,1332
compact-type,chibicc_combined.tea,18,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,19,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,20,3696,3552,3524,3608,1568,1336
compact-type,chibicc_combined.tea,21,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,22,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,23,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,24,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,25,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,26,3696,3612,3524,3664,1568,1336
compact-type,chibicc_combined.tea,27,3696,3552,3524,3488,1568,1336
compact-type,chibicc_combined.tea,28,3696,3492,3524,3868,1568,1320
compact-type,chibicc_combined.tea,29,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,30,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,31,3696,3612,3524,3664,1568,1336
compact-type,chibicc_combined.tea,32,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,33,3696,3432,3524,3928,1568,1320
compact-type,chibicc_combined.tea,34,3696,3492,3524,3940,1568,1332
compact-type,chibicc_combined.tea,35,3696,3552,3524,3668,1568,1320
compact-type,chibicc_combined.tea,36,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,37,3696,3552,3524,3488,1568,1336
compact-type,chibicc_combined.tea,38,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,39,3696,3492,3524,3940,1568,1320
compact-type,chibicc_combined.tea,40,3696,3432,3524,3928,1568,1328
compact-type,chibicc_combined.tea,41,3696,3492,3524,3808,1568,1320
compact-type,chibicc_combined.tea,42,3696,3492,3524,3868,1568,1320
compact-type,chibicc_combined.tea,43,3696,3552,3524,3564,1568,1336
compact-type,chibicc_combined.tea,44,3696,3432,3524,3928,1568,1320
compact-type,chibicc_combined.tea,45,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,46,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,47,3696,3552,3524,3608,1568,1320
compact-type,chibicc_combined.tea,48,3696,3492,3524,3868,1568,1320
compact-type,chibicc_combined.tea,49,3696,3492,3524,3928,1568,1320
compact-type,chibicc_combined.tea,50,3696,3492,3524,3868,1568,1320
compact-type,chibicc_parse.tea,1,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,2,2112,1848,2112,2344,736,792
compact-type,chibicc_parse.tea,3,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,4,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,5,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,6,2112,1908,2112,2300,736,792
compact-type,chibicc_parse.tea,7,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,8,2112,1968,2112,2344,736,808
compact-type,chibicc_parse.tea,9,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,10,2112,1908,2112,2356,736,792
compact-type,chibicc_parse.tea,11,2112,1908,2112,2344,736,808
compact-type,chibicc_parse.tea,12,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,13,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,14,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,15,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,16,2112,2028,2112,2404,736,808
compact-type,chibicc_parse.tea,17,2112,1908,2112,2356,736,792
compact-type,chibicc_parse.tea,18,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,19,2112,1968,2112,2344,736,808
compact-type,chibicc_parse.tea,20,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,21,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,22,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,23,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,24,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,25,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,26,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,27,2112,1968,2112,2344,736,792
compact-type,chibicc_parse.tea,28,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,29,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,30,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,31,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,32,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,33,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,34,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,35,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,36,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,37,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,38,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,39,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,40,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,41,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,42,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,43,2112,1908,2112,2344,736,800
compact-type,chibicc_parse.tea,44,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,45,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,46,2112,1908,2112,2300,736,804
compact-type,chibicc_parse.tea,47,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,48,2112,1908,2112,2284,736,804
compact-type,chibicc_parse.tea,49,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,50,2112,1908,2112,2344,736,792
compact-type,gzip.tea,1,2508,2496,576,580,832,988
compact-type,gzip.tea,2,2508,2436,576,580,832,984
compact-type,gzip.tea,3,2508,2496,576,580,832,972
compact-type,gzip.tea,4,2508,2496,576,580,832,972
compact-type,gzip.tea,5,2508,2496,576,580,832,984
compact-type,gzip.tea,6,2508,2436,576,580,832,972
compact-type,gzip.tea,7,2508,2496,576,580,832,1032
compact-type,gzip.tea,8,2508,2436,576,580,832,928
compact-type,gzip.tea,9,2508,2496,576,580,832,972
compact-type,gzip.tea,10,2508,2496,576,580,832,972
compact-type,gzip.tea,11,2508,2436,576,580,832,972
compact-type,gzip.tea,12,2508,2436,576,580,832,972
compact-type,gzip.tea,13,2508,2436,576,580,832,924
compact-type,gzip.tea,14,2508,2436,576,580,832,972
compact-type,gzip.tea,15,2508,2436,576,580,832,912
compact-type,gzip.tea,16,2508,2436,576,580,832,984
compact-type,gzip.tea,17,2508,2436,576,580,832,912
compact-type,gzip.tea,18,2508,2436,576,580,832,852
compact-type,gzip.tea,19,2508,2436,576,580,832,852
compact-type,gzip.tea,20,2508,2436,576,580,832,912
compact-type,gzip.tea,21,2508,2436,576,580,832,972
compact-type,gzip.tea,22,2508,2436,576,580,832,912
compact-type,gzip.tea,23,2508,2496,576,580,832,1032
compact-type,gzip.tea,24,2508,2376,576,580,832,972
compact-type,gzip.tea,25,2508,2376,576,580,832,984
compact-type,gzip.tea,26,2508,2436,576,580,832,972
compact-type,gzip.tea,27,2508,2436,576,580,832,972
compact-type,gzip.tea,28,2508,2436,576,580,832,912
compact-type,gzip.tea,29,2508,2436,576,580,832,852
compact-type,gzip.tea,30,2508,2436,576,580,832,972
compact-type,gzip.tea,31,2508,2436,576,580,832,912
compact-type,gzip.tea,32,2508,2436,576,580,832,852
compact-type,gzip.tea,33,2508,2436,576,580,832,928
compact-type,gzip.tea,34,2508,2436,576,580,832,912
compact-type,gzip.tea,35,2508,2436,576,580,832,912
compact-type,gzip.tea,36,2508,2436,576,580,832,852
compact-type,gzip.tea,37,2508,2376,576,580,832,972
compact-type,gzip.tea,38,2508,2436,576,580,832,972
compact-type,gzip.tea,39,2508,2496,576,580,832,1032
compact-type,gzip.tea,40,2508,2436,576,580,832,972
compact-type,gzip.tea,41,2508,2436,576,580,832,852
compact-type,gzip.tea,42,2508,2376,576,580,832,972
compact-type,gzip.tea,43,2508,2496,576,580,832,1040
compact-type,gzip.tea,44,2508,2436,576,580,832,852
compact-type,gzip.tea,45,2508,2436,576,580,832,912
compact-type,gzip.tea,46,2508,2436,576,580,832,912
compact-type,gzip.tea,47,2508,2436,576,580,832,852
compact-type,gzip.tea,48,2508,2496,576,580,832,1032
compact-type,gzip.tea,49,2508,2496,576,580,832,928
compact-type,gzip.tea,50,2508,2376,576,580,832,972
compact-type,zlib.tea,1,3696,3756,6208,6448,1608,1328
compact-type,zlib.tea,2,3696,3756,6208,6568,1608,1332
compact-type,zlib.tea,3,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,4,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,5,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,6,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,7,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,8,3696,3756,6208,6580,1608,1320
compact-type,zlib.tea,9,3696,3696,6208,6568,1608,1328
compact-type,zlib.tea,10,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,11,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,12,3696,3756,6208,6448,1608,1332
compact-type,zlib.tea,13,3696,3816,6208,6568,1608,1320
compact-type,zlib.tea,14,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,15,3696,3816,6208,6568,1608,1320
compact-type,zlib.tea,16,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,17,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,18,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,19,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,20,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,21,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,22,3696,3816,6208,6568,1608,1328
compact-type,zlib.tea,23,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,24,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,25,3696,3756,6208,6448,1608,1320
compact-type,zlib.tea,26,3696,3816,6208,6448,1608,1336
compact-type,zlib.tea,27,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,28,3696,3756,6208,6448,1608,1056
compact-type,zlib.tea,29,3696,3816,6208,6508,1608,1336
compact-type,zlib.tea,30,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,31,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,32,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,33,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,34,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,35,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,36,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,37,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,38,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,39,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,40,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,41,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,42,3696,3876,6208,6568,1608,1336
compact-type,zlib.tea,43,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,44,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,45,3696,3876,6208,6568,1608,1336
compact-type,zlib.tea,46,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,47,3696,3756,6208,6508,1608,1332
compact-type,zlib.tea,48,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,49,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,50,3696,3756,6208,6568,1608,1320
struct-of-arrays,chibicc_combined.tea,1,1624,1440,240,612,960,792
struct-of-arrays,chibicc_combined.tea,2,1624,1380,240,516,960,852
struct-of-arrays,chibicc_combined.tea,3,1624,1380,240,488,960,792
struct-of-arrays,chibicc_combined.tea,4,1624,1380,240,552,960,792
struct-of-arrays,chibicc_combined.tea,5,1624,1440,240,616,960,792
struct-of-arrays,chibicc_combined.tea,6,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,7,1624,1440,240,556,960,792
struct-of-arrays,chibicc_combined.tea,8,1624,1380,240,532,960,852
struct-of-arrays,chibicc_combined.tea,9,1624,1380,240,520,960,852
struct-of-arrays,chibicc_combined.tea,10,1624,1380,240,476,960,792
struct-of-arrays,chibicc_combined.tea,11,1624,1380,240,528,960,852
struct-of-arrays,chibicc_combined.tea,12,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,13,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,14,1624,1440,240,376,960,792
struct-of-arrays,chibicc_combined.tea,15,1624,1380,240,564,960,792
struct-of-arrays,chibicc_combined.tea,16,1624,1380,240,504,960,792
struct-of-arrays,chibicc_combined.tea,17,1624,1380,240,552,960,792
struct-of-arrays,chibicc_combined.tea,18,1624,1380,240,472,960,852
struct-of-arrays,chibicc_combined.tea,19,1624,1380,240,428,960,792
struct-of-arrays,chibicc_combined.tea,20,1624,1320,240,532,960,792
struct-of-arrays,chibicc_combined.tea,21,1624,1380,240,448,960,852
struct-of-arrays,chibicc_combined.tea,22,1624,1380,240,448,960,852
struct-of-arrays,chibicc_combined.tea,23,1624,1380,240,576,960,792
struct-of-arrays,chibicc_combined.tea,24,1624,1440,240,516,960,852
struct-of-arrays,chibicc_combined.tea,25,1624,1380,240,420,960,792
struct-of-arrays,chibicc_combined.tea,26,1624,1380,240,488,960,792
struct-of-arrays,chibicc_combined.tea,27,1624,1380,240,524,960,852
struct-of-arrays,chibicc_combined.tea,28,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,29,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,30,1624,1380,240,472,960,792
struct-of-arrays,chibicc_combined.tea,31,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,32,1624,1380,240,468,960,852
struct-of-arrays,chibicc_combined.tea,33,1624,1440,240,596,960,792
struct-of-arrays,chibicc_combined.tea,34,1624,1380,240,544,960,792
struct-of-arrays,chibicc_combined.tea,35,1624,1380,240,464,960,852
struct-of-arrays,chibicc_combined.tea,36,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,37,1624,1380,240,396,960,852
struct-of-arrays,chibicc_combined.tea,38,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,39,1624,1440,240,572,960,852
struct-of-arrays,chibicc_combined.tea,40,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,41,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,42,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,43,1624,1440,240,496,960,852
struct-of-arrays,chibicc_combined.tea,44,1624,1440,240,376,960,792
struct-of-arrays,chibicc_combined.tea,45,1624,1440,240,616,960,792
struct-of-arrays,chibicc_combined.tea,46,1624,1380,240,512,960,852
struct-of-arrays,chibicc_combined.tea,47,1624,1380,240,396,960,852
struct-of-arrays,chibicc_combined.tea,48,1624,1380,240,520,960,792
struct-of-arrays,chibicc_combined.tea,49,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,50,1624,1380,240,552,960,792
struct-of-arrays,chibicc_parse.tea,1,1164,852,0,0,620,800
struct-of-arrays,chibicc_parse.tea,2,1164,852,0,0,620,800
struct-of-arrays,chibicc_parse.tea,3,1164,852,0,0,620,816
struct-of-arrays,chibicc_parse.tea,4,1164,852,0,0,620,740
struct-of-arrays,chibicc_parse.tea,5,1164,852,0,0,620,820
struct-of-arrays,chibicc_parse.tea,6,1164,852,0,0,620,832
